no,timestamp
28.0,2016-01-25T09:04:17+01:00
29.1,2016-01-25T09:04:39+01:00
16.1,2016-01-25T09:05:01+01:00
19.3,2016-01-25T09:05:24+01:00
32.7,2016-01-25T09:05:46+01:00
44.3,2016-01-25T09:06:08+01:00
43.6,2016-01-25T09:06:30+01:00
40.5,2016-01-25T09:06:53+01:00
26.2,2016-01-25T09:07:15+01:00
38.3,2016-01-25T09:07:37+01:00
28.3,2016-01-25T09:07:59+01:00
34.9,2016-01-25T09:08:22+01:00
28.0,2016-01-25T09:08:44+01:00
19.6,2016-01-25T09:09:07+01:00
18.7,2016-01-25T09:09:29+01:00
37.9,2016-01-25T09:09:52+01:00
34.1,2016-01-25T09:10:14+01:00
31.5,2016-01-25T09:10:36+01:00
21.6,2016-01-25T09:10:59+01:00
20.5,2016-01-25T09:11:21+01:00
27.6,2016-01-25T09:11:43+01:00
23.3,2016-01-25T09:12:06+01:00
51.7,2016-01-25T09:12:28+01:00
33.4,2016-01-25T09:12:51+01:00
37.2,2016-01-25T09:13:13+01:00
66.5,2016-01-25T09:13:35+01:00
49.6,2016-01-25T09:13:57+01:00
44.9,2016-01-25T09:14:19+01:00
23.7,2016-01-25T09:14:42+01:00
9.4,2016-01-25T09:15:04+01:00
10.4,2016-01-25T09:15:27+01:00
15.2,2016-01-25T09:15:49+01:00
20.2,2016-01-25T09:16:12+01:00
21.2,2016-01-25T09:16:34+01:00
22.8,2016-01-25T09:16:56+01:00
27.9,2016-01-25T09:17:18+01:00
23.3,2016-01-25T09:17:40+01:00
38.0,2016-01-25T09:18:03+01:00
32.5,2016-01-25T09:18:25+01:00
18.7,2016-01-25T09:18:47+01:00
21.7,2016-01-25T09:19:10+01:00
16.8,2016-01-25T09:19:32+01:00
19.0,2016-01-25T09:19:54+01:00
14.0,2016-01-25T09:20:17+01:00
24.0,2016-01-25T09:20:39+01:00
19.9,2016-01-25T09:21:01+01:00
19.0,2016-01-25T09:21:24+01:00
21.7,2016-01-25T09:21:46+01:00
27.4,2016-01-25T09:22:09+01:00
28.9,2016-01-25T09:22:31+01:00
29.9,2016-01-25T09:22:53+01:00
26.0,2016-01-25T09:23:15+01:00
13.1,2016-01-25T09:23:38+01:00
20.8,2016-01-25T09:24:00+01:00
22.1,2016-01-25T09:24:22+01:00
19.2,2016-01-25T09:24:44+01:00
23.9,2016-01-25T09:25:06+01:00
18.9,2016-01-25T09:25:29+01:00
54.6,2016-01-25T09:25:51+01:00
86.1,2016-01-25T09:26:13+01:00
28.1,2016-01-25T09:26:35+01:00
30.6,2016-01-25T09:26:58+01:00
12.2,2016-01-25T09:27:20+01:00
16.7,2016-01-25T09:27:43+01:00
25.3,2016-01-25T09:28:05+01:00
15.0,2016-01-25T09:28:27+01:00
20.3,2016-01-25T09:28:49+01:00
14.5,2016-01-25T09:29:11+01:00
12.0,2016-01-25T09:29:34+01:00
24.1,2016-01-25T09:29:56+01:00
20.2,2016-01-25T09:30:18+01:00
14.4,2016-01-25T09:30:41+01:00
34.4,2016-01-25T09:31:03+01:00
34.3,2016-01-25T09:31:25+01:00
35.6,2016-01-25T09:31:47+01:00
28.0,2016-01-25T09:32:09+01:00
36.5,2016-01-25T09:32:32+01:00
16.0,2016-01-25T09:32:54+01:00
64.1,2016-01-25T09:33:16+01:00
31.4,2016-01-25T09:33:38+01:00
39.0,2016-01-25T09:34:01+01:00
34.2,2016-01-25T09:34:23+01:00
40.6,2016-01-25T09:34:46+01:00
45.4,2016-01-25T09:35:08+01:00
27.7,2016-01-25T09:35:31+01:00
28.0,2016-01-25T09:35:53+01:00
18.2,2016-01-25T09:36:15+01:00
18.7,2016-01-25T09:36:37+01:00
13.9,2016-01-25T09:36:59+01:00
20.1,2016-01-25T09:37:22+01:00
23.0,2016-01-25T09:37:44+01:00
17.0,2016-01-25T09:38:06+01:00
11.2,2016-01-25T09:38:28+01:00
19.6,2016-01-25T09:38:51+01:00
32.4,2016-01-25T09:39:13+01:00
20.6,2016-01-25T09:39:35+01:00
31.9,2016-01-25T09:39:57+01:00
19.6,2016-01-25T09:40:20+01:00
22.5,2016-01-25T09:40:42+01:00
34.8,2016-01-25T09:41:04+01:00
27.2,2016-01-25T09:41:27+01:00
19.0,2016-01-25T09:41:50+01:00
17.9,2016-01-25T09:42:12+01:00
34.7,2016-01-25T09:42:34+01:00
21.7,2016-01-25T09:42:57+01:00
21.8,2016-01-25T09:43:19+01:00
23.5,2016-01-25T09:43:41+01:00
26.2,2016-01-25T09:44:03+01:00
25.2,2016-01-25T09:44:26+01:00
15.7,2016-01-25T09:44:48+01:00
15.6,2016-01-25T09:45:10+01:00
16.8,2016-01-25T09:45:32+01:00
17.8,2016-01-25T09:45:55+01:00
16.9,2016-01-25T09:46:17+01:00
16.0,2016-01-25T09:46:39+01:00
16.9,2016-01-25T09:47:01+01:00
19.1,2016-01-25T09:47:23+01:00
20.6,2016-01-25T09:47:46+01:00
19.9,2016-01-25T09:48:08+01:00
14.5,2016-01-25T09:48:30+01:00
14.5,2016-01-25T09:48:52+01:00
12.1,2016-01-25T09:49:15+01:00
21.6,2016-01-25T09:49:37+01:00
20.3,2016-01-25T09:50:00+01:00
16.6,2016-01-25T09:50:22+01:00
22.0,2016-01-25T09:50:44+01:00
14.6,2016-01-25T09:51:06+01:00
21.0,2016-01-25T09:51:28+01:00
16.9,2016-01-25T09:51:51+01:00
18.4,2016-01-25T09:52:13+01:00
17.8,2016-01-25T09:52:35+01:00
16.9,2016-01-25T09:52:57+01:00
17.4,2016-01-25T09:53:20+01:00
24.1,2016-01-25T09:53:42+01:00
32.5,2016-01-25T09:54:04+01:00
18.7,2016-01-25T09:54:26+01:00
22.2,2016-01-25T09:54:49+01:00
25.4,2016-01-25T09:55:11+01:00
31.6,2016-01-25T09:55:34+01:00
36.4,2016-01-25T09:55:56+01:00
33.1,2016-01-25T09:56:18+01:00
27.3,2016-01-25T09:56:40+01:00
19.1,2016-01-25T09:57:03+01:00
24.7,2016-01-25T09:57:25+01:00
14.4,2016-01-25T09:57:47+01:00
10.3,2016-01-25T09:58:09+01:00
17.0,2016-01-25T09:58:31+01:00
26.2,2016-01-25T09:58:54+01:00
23.3,2016-01-25T09:59:16+01:00
16.6,2016-01-25T09:59:39+01:00
18.7,2016-01-25T10:00:01+01:00
25.6,2016-01-25T10:00:23+01:00
26.1,2016-01-25T10:00:45+01:00
20.0,2016-01-25T10:01:08+01:00
24.2,2016-01-25T10:01:30+01:00
27.8,2016-01-25T10:01:52+01:00
37.9,2016-01-25T10:02:15+01:00
16.4,2016-01-25T10:02:37+01:00
15.2,2016-01-25T10:02:59+01:00
19.6,2016-01-25T10:03:21+01:00
21.6,2016-01-25T10:03:44+01:00
21.4,2016-01-25T10:04:06+01:00
24.1,2016-01-25T10:04:28+01:00
11.0,2016-01-25T10:04:50+01:00
14.5,2016-01-25T10:05:13+01:00
15.6,2016-01-25T10:05:35+01:00
14.9,2016-01-25T10:05:57+01:00
11.6,2016-01-25T10:06:19+01:00
18.5,2016-01-25T10:06:42+01:00
28.2,2016-01-25T10:07:04+01:00
20.3,2016-01-25T10:07:26+01:00
19.0,2016-01-25T10:07:49+01:00
22.0,2016-01-25T10:08:11+01:00
29.7,2016-01-25T10:08:34+01:00
31.1,2016-01-25T10:08:56+01:00
22.2,2016-01-25T10:09:18+01:00
24.7,2016-01-25T10:09:40+01:00
26.9,2016-01-25T10:10:02+01:00
22.7,2016-01-25T10:10:25+01:00
21.4,2016-01-25T10:10:47+01:00
13.7,2016-01-25T10:11:09+01:00
18.1,2016-01-25T10:11:32+01:00
17.6,2016-01-25T10:11:54+01:00
11.9,2016-01-25T10:12:16+01:00
13.5,2016-01-25T10:12:39+01:00
12.9,2016-01-25T10:13:01+01:00
14.9,2016-01-25T10:13:23+01:00
14.3,2016-01-25T10:13:45+01:00
17.5,2016-01-25T10:14:08+01:00
16.7,2016-01-25T10:14:30+01:00
13.9,2016-01-25T10:14:52+01:00
16.6,2016-01-25T10:15:15+01:00
18.4,2016-01-25T10:15:37+01:00
17.1,2016-01-25T10:15:59+01:00
16.9,2016-01-25T10:16:21+01:00
16.9,2016-01-25T10:16:43+01:00
16.1,2016-01-25T10:17:06+01:00
12.1,2016-01-25T10:17:28+01:00
15.3,2016-01-25T10:17:51+01:00
15.4,2016-01-25T10:18:13+01:00
15.2,2016-01-25T10:18:35+01:00
15.7,2016-01-25T10:18:57+01:00
16.8,2016-01-25T10:19:20+01:00
22.6,2016-01-25T10:19:42+01:00
22.3,2016-01-25T10:20:04+01:00
31.9,2016-01-25T10:20:26+01:00
27.9,2016-01-25T10:20:49+01:00
14.6,2016-01-25T10:21:11+01:00
18.1,2016-01-25T10:21:33+01:00
19.5,2016-01-25T10:21:56+01:00
23.3,2016-01-25T10:22:18+01:00
28.1,2016-01-25T10:22:40+01:00
21.6,2016-01-25T10:23:03+01:00
17.9,2016-01-25T10:23:25+01:00
16.9,2016-01-25T10:23:47+01:00
15.7,2016-01-25T10:24:10+01:00
16.6,2016-01-25T10:24:32+01:00
20.0,2016-01-25T10:24:54+01:00
21.9,2016-01-25T10:25:17+01:00
23.1,2016-01-25T10:25:39+01:00
24.1,2016-01-25T10:26:01+01:00
23.6,2016-01-25T10:26:24+01:00
21.3,2016-01-25T10:26:46+01:00
22.4,2016-01-25T10:27:08+01:00
17.6,2016-01-25T10:27:30+01:00
14.9,2016-01-25T10:27:53+01:00
24.2,2016-01-25T10:28:15+01:00
26.7,2016-01-25T10:28:38+01:00
24.5,2016-01-25T10:29:00+01:00
26.0,2016-01-25T10:29:22+01:00
23.9,2016-01-25T10:29:44+01:00
27.6,2016-01-25T10:30:07+01:00
25.2,2016-01-25T10:30:29+01:00
23.2,2016-01-25T10:30:51+01:00
26.4,2016-01-25T10:31:13+01:00
30.0,2016-01-25T10:31:35+01:00
20.0,2016-01-25T10:31:58+01:00
14.1,2016-01-25T10:32:20+01:00
29.5,2016-01-25T10:32:43+01:00
40.0,2016-01-25T10:33:05+01:00
26.4,2016-01-25T10:33:27+01:00
20.3,2016-01-25T10:33:49+01:00
18.3,2016-01-25T10:34:12+01:00
22.6,2016-01-25T10:34:34+01:00
26.6,2016-01-25T10:34:56+01:00
25.1,2016-01-25T10:35:19+01:00
25.1,2016-01-25T10:35:41+01:00
27.5,2016-01-25T10:36:04+01:00
28.7,2016-01-25T10:36:26+01:00
27.9,2016-01-25T10:36:48+01:00
30.6,2016-01-25T10:37:11+01:00
33.0,2016-01-25T10:37:33+01:00
36.7,2016-01-25T10:37:55+01:00
32.5,2016-01-25T10:38:17+01:00
33.6,2016-01-25T10:38:40+01:00
44.8,2016-01-25T10:39:02+01:00
45.0,2016-01-25T10:39:24+01:00
43.8,2016-01-25T10:39:46+01:00
40.2,2016-01-25T10:40:09+01:00
38.0,2016-01-25T10:40:31+01:00
39.5,2016-01-25T10:40:54+01:00
41.6,2016-01-25T10:41:16+01:00
28.6,2016-01-25T10:41:38+01:00
36.2,2016-01-25T10:42:00+01:00
49.5,2016-01-25T10:42:23+01:00
32.5,2016-01-25T10:42:45+01:00
33.3,2016-01-25T10:43:07+01:00
30.7,2016-01-25T10:43:30+01:00
33.4,2016-01-25T10:43:52+01:00
33.8,2016-01-25T10:44:14+01:00
22.5,2016-01-25T10:44:37+01:00
28.3,2016-01-25T10:44:59+01:00
31.1,2016-01-25T10:45:21+01:00
30.9,2016-01-25T10:45:44+01:00
32.6,2016-01-25T10:46:06+01:00
33.0,2016-01-25T10:46:28+01:00
31.3,2016-01-25T10:46:51+01:00
30.6,2016-01-25T10:47:13+01:00
28.7,2016-01-25T10:47:35+01:00
22.5,2016-01-25T10:47:57+01:00
24.6,2016-01-25T10:48:19+01:00
30.9,2016-01-25T10:48:42+01:00
31.2,2016-01-25T10:49:04+01:00
37.0,2016-01-25T10:49:26+01:00
53.0,2016-01-25T10:49:48+01:00
49.8,2016-01-25T10:50:11+01:00
40.9,2016-01-25T10:50:33+01:00
43.9,2016-01-25T10:50:55+01:00
43.5,2016-01-25T10:51:17+01:00
43.4,2016-01-25T10:51:40+01:00
44.1,2016-01-25T10:52:02+01:00
38.8,2016-01-25T10:52:24+01:00
41.5,2016-01-25T10:52:47+01:00
48.2,2016-01-25T10:53:09+01:00
42.9,2016-01-25T10:53:31+01:00
40.0,2016-01-25T10:53:54+01:00
39.3,2016-01-25T10:54:16+01:00
40.2,2016-01-25T10:54:38+01:00
46.4,2016-01-25T10:55:00+01:00
46.6,2016-01-25T10:55:23+01:00
41.2,2016-01-25T10:55:45+01:00
42.5,2016-01-25T10:56:07+01:00
43.4,2016-01-25T10:56:29+01:00
49.5,2016-01-25T10:56:51+01:00
44.5,2016-01-25T10:57:14+01:00
35.0,2016-01-25T10:57:36+01:00
44.3,2016-01-25T10:57:58+01:00
42.8,2016-01-25T10:58:20+01:00
37.0,2016-01-25T10:58:43+01:00
40.2,2016-01-25T10:59:05+01:00
38.3,2016-01-25T10:59:27+01:00
41.2,2016-01-25T10:59:49+01:00
31.0,2016-01-25T11:00:12+01:00
36.5,2016-01-25T11:00:34+01:00
28.9,2016-01-25T11:00:56+01:00
40.2,2016-01-25T11:01:18+01:00
39.8,2016-01-25T11:01:41+01:00
39.6,2016-01-25T11:02:03+01:00
26.9,2016-01-25T11:02:25+01:00
27.3,2016-01-25T11:02:47+01:00
36.0,2016-01-25T11:03:09+01:00
34.7,2016-01-25T11:03:32+01:00
32.6,2016-01-25T11:03:54+01:00
29.9,2016-01-25T11:04:16+01:00
34.1,2016-01-25T11:04:39+01:00
29.6,2016-01-25T11:05:01+01:00
35.7,2016-01-25T11:05:23+01:00
23.9,2016-01-25T11:05:45+01:00
30.0,2016-01-25T11:06:07+01:00
35.7,2016-01-25T11:06:30+01:00
34.7,2016-01-25T11:06:52+01:00
38.3,2016-01-25T11:07:15+01:00
37.5,2016-01-25T11:07:37+01:00
36.8,2016-01-25T11:07:59+01:00
35.1,2016-01-25T11:08:21+01:00
36.5,2016-01-25T11:08:43+01:00
39.2,2016-01-25T11:09:06+01:00
38.5,2016-01-25T11:09:28+01:00
32.9,2016-01-25T11:09:51+01:00
37.6,2016-01-25T11:10:13+01:00
35.1,2016-01-25T11:10:35+01:00
31.6,2016-01-25T11:10:57+01:00
29.8,2016-01-25T11:11:20+01:00
33.3,2016-01-25T11:11:42+01:00
34.5,2016-01-25T11:12:04+01:00
35.0,2016-01-25T11:12:26+01:00
35.6,2016-01-25T11:12:49+01:00
35.5,2016-01-25T11:13:11+01:00
41.0,2016-01-25T11:13:33+01:00
33.6,2016-01-25T11:13:55+01:00
36.3,2016-01-25T11:14:17+01:00
39.5,2016-01-25T11:14:40+01:00
50.3,2016-01-25T11:15:02+01:00
40.8,2016-01-25T11:15:24+01:00
38.5,2016-01-25T11:15:46+01:00
43.7,2016-01-25T11:16:09+01:00
40.7,2016-01-25T11:16:31+01:00
37.8,2016-01-25T11:16:53+01:00
40.0,2016-01-25T11:17:16+01:00
38.3,2016-01-25T11:17:38+01:00
34.2,2016-01-25T11:18:01+01:00
36.5,2016-01-25T11:18:23+01:00
38.9,2016-01-25T11:18:46+01:00
41.1,2016-01-25T11:19:08+01:00
47.7,2016-01-25T11:19:30+01:00
38.1,2016-01-25T11:19:52+01:00
36.5,2016-01-25T11:20:15+01:00
38.3,2016-01-25T11:20:37+01:00
41.3,2016-01-25T11:20:59+01:00
42.7,2016-01-25T11:21:21+01:00
38.0,2016-01-25T11:21:43+01:00
44.3,2016-01-25T11:22:06+01:00
40.4,2016-01-25T11:22:28+01:00
35.9,2016-01-25T11:22:50+01:00
40.8,2016-01-25T11:23:12+01:00
44.8,2016-01-25T11:23:35+01:00
41.7,2016-01-25T11:23:57+01:00
42.6,2016-01-25T11:24:19+01:00
31.9,2016-01-25T11:24:41+01:00
34.1,2016-01-25T11:25:04+01:00
39.4,2016-01-25T11:25:26+01:00
36.0,2016-01-25T11:25:49+01:00
39.5,2016-01-25T11:26:11+01:00
43.1,2016-01-25T11:26:34+01:00
33.1,2016-01-25T11:26:56+01:00
37.3,2016-01-25T11:27:18+01:00
30.1,2016-01-25T11:27:40+01:00
35.3,2016-01-25T11:28:02+01:00
39.3,2016-01-25T11:28:25+01:00
30.3,2016-01-25T11:28:47+01:00
31.5,2016-01-25T11:29:10+01:00
34.7,2016-01-25T11:29:32+01:00
33.1,2016-01-25T11:29:55+01:00
34.8,2016-01-25T11:30:17+01:00
33.9,2016-01-25T11:30:39+01:00
35.1,2016-01-25T11:31:01+01:00
39.8,2016-01-25T11:31:24+01:00
45.8,2016-01-25T11:31:46+01:00
55.6,2016-01-25T11:32:08+01:00
49.1,2016-01-25T11:32:30+01:00
41.0,2016-01-25T11:32:53+01:00
39.4,2016-01-25T11:33:15+01:00
38.4,2016-01-25T11:33:38+01:00
39.4,2016-01-25T11:34:00+01:00
39.4,2016-01-25T11:34:22+01:00
31.7,2016-01-25T11:34:44+01:00
31.9,2016-01-25T11:35:06+01:00
50.0,2016-01-25T11:35:29+01:00
39.1,2016-01-25T11:35:51+01:00
38.6,2016-01-25T11:36:13+01:00
38.0,2016-01-25T11:36:35+01:00
33.8,2016-01-25T11:36:58+01:00
33.4,2016-01-25T11:37:20+01:00
31.7,2016-01-25T11:37:43+01:00
37.3,2016-01-25T11:38:05+01:00
29.7,2016-01-25T11:38:27+01:00
34.3,2016-01-25T11:38:49+01:00
31.5,2016-01-25T11:39:12+01:00
34.4,2016-01-25T11:39:34+01:00
33.6,2016-01-25T11:39:56+01:00
36.2,2016-01-25T11:40:18+01:00
36.1,2016-01-25T11:40:41+01:00
41.3,2016-01-25T11:41:03+01:00
31.2,2016-01-25T11:41:25+01:00
31.3,2016-01-25T11:41:47+01:00
38.0,2016-01-25T11:42:10+01:00
34.2,2016-01-25T11:42:32+01:00
34.9,2016-01-25T11:42:54+01:00
40.6,2016-01-25T11:43:17+01:00
30.5,2016-01-25T11:43:39+01:00
32.7,2016-01-25T11:44:01+01:00
33.6,2016-01-25T11:44:24+01:00
38.7,2016-01-25T11:44:46+01:00
38.6,2016-01-25T11:45:08+01:00
38.4,2016-01-25T11:45:31+01:00
35.5,2016-01-25T11:45:53+01:00
35.5,2016-01-25T11:46:15+01:00
38.4,2016-01-25T11:46:37+01:00
36.4,2016-01-25T11:47:00+01:00
35.3,2016-01-25T11:47:22+01:00
31.8,2016-01-25T11:47:44+01:00
35.0,2016-01-25T11:48:07+01:00
37.1,2016-01-25T11:48:29+01:00
32.3,2016-01-25T11:48:51+01:00
31.7,2016-01-25T11:49:13+01:00
31.5,2016-01-25T11:49:36+01:00
33.0,2016-01-25T11:49:58+01:00
30.5,2016-01-25T11:50:21+01:00
29.5,2016-01-25T11:50:43+01:00
34.7,2016-01-25T11:51:05+01:00
32.1,2016-01-25T11:51:27+01:00
29.4,2016-01-25T11:51:50+01:00
36.2,2016-01-25T11:52:12+01:00
26.7,2016-01-25T11:52:34+01:00
37.6,2016-01-25T11:52:57+01:00
33.1,2016-01-25T11:53:19+01:00
32.2,2016-01-25T11:53:41+01:00
37.8,2016-01-25T11:54:04+01:00
28.8,2016-01-25T11:54:26+01:00
28.0,2016-01-25T11:54:48+01:00
26.9,2016-01-25T11:55:10+01:00
27.7,2016-01-25T11:55:33+01:00
37.3,2016-01-25T11:55:55+01:00
28.4,2016-01-25T11:56:17+01:00
30.0,2016-01-25T11:56:40+01:00
32.6,2016-01-25T11:57:02+01:00
33.8,2016-01-25T11:57:24+01:00
29.9,2016-01-25T11:57:46+01:00
30.9,2016-01-25T11:58:08+01:00
26.2,2016-01-25T11:58:31+01:00
22.6,2016-01-25T11:58:53+01:00
24.7,2016-01-25T11:59:15+01:00
25.1,2016-01-25T11:59:37+01:00
30.6,2016-01-25T12:00:00+01:00
35.4,2016-01-25T12:00:22+01:00
38.9,2016-01-25T12:00:45+01:00
46.1,2016-01-25T12:01:07+01:00
41.1,2016-01-25T12:01:29+01:00
33.8,2016-01-25T12:01:51+01:00
31.9,2016-01-25T12:02:14+01:00
35.8,2016-01-25T12:02:36+01:00
32.9,2016-01-25T12:02:59+01:00
20.7,2016-01-25T12:03:21+01:00
28.7,2016-01-25T12:03:43+01:00
28.9,2016-01-25T12:04:06+01:00
31.5,2016-01-25T12:04:28+01:00
26.8,2016-01-25T12:04:50+01:00
29.7,2016-01-25T12:05:12+01:00
29.6,2016-01-25T12:05:34+01:00
30.3,2016-01-25T12:05:57+01:00
30.4,2016-01-25T12:06:19+01:00
28.6,2016-01-25T12:06:41+01:00
28.5,2016-01-25T12:07:03+01:00
27.3,2016-01-25T12:07:26+01:00
30.2,2016-01-25T12:07:48+01:00
26.8,2016-01-25T12:08:10+01:00
26.3,2016-01-25T12:08:32+01:00
25.7,2016-01-25T12:08:55+01:00
27.7,2016-01-25T12:09:17+01:00
30.4,2016-01-25T12:09:39+01:00
26.4,2016-01-25T12:10:01+01:00
28.2,2016-01-25T12:10:24+01:00
23.0,2016-01-25T12:10:46+01:00
25.0,2016-01-25T12:11:08+01:00
21.7,2016-01-25T12:11:31+01:00
24.1,2016-01-25T12:11:53+01:00
24.9,2016-01-25T12:12:15+01:00
25.6,2016-01-25T12:12:37+01:00
26.1,2016-01-25T12:13:00+01:00
28.6,2016-01-25T12:13:22+01:00
24.3,2016-01-25T12:13:44+01:00
25.5,2016-01-25T12:14:06+01:00
28.9,2016-01-25T12:14:29+01:00
29.0,2016-01-25T12:14:51+01:00
25.9,2016-01-25T12:15:13+01:00
20.8,2016-01-25T12:15:35+01:00
24.5,2016-01-25T12:15:58+01:00
23.9,2016-01-25T12:16:20+01:00
26.8,2016-01-25T12:16:42+01:00
24.9,2016-01-25T12:17:05+01:00
23.6,2016-01-25T12:17:27+01:00
24.3,2016-01-25T12:17:50+01:00
24.1,2016-01-25T12:18:12+01:00
21.7,2016-01-25T12:18:35+01:00
24.5,2016-01-25T12:18:57+01:00
20.4,2016-01-25T12:19:19+01:00
23.4,2016-01-25T12:19:41+01:00
26.5,2016-01-25T12:20:03+01:00
25.0,2016-01-25T12:20:26+01:00
25.5,2016-01-25T12:20:48+01:00
26.4,2016-01-25T12:21:10+01:00
23.9,2016-01-25T12:21:32+01:00
